step,mean_return,policy_loss,value_loss,entropy_loss,vae_loss
2048,-1101.7273530672305,-0.00114376161218388,6774.8470703125,-1.4201356422156095,136.47216796875
4096,-1326.5648691125214,-0.0015529953147051857,6212.699275207519,-1.4168787632137536,59.725337982177734
6144,-1406.0703865710645,8.719963952898979e-05,9925.789080810548,-1.4143247865140438,24.59210968017578
8192,-1279.6366814073176,-0.0024155570863513276,9153.793083190918,-1.4145859863609076,19.67957878112793
10240,-1261.4826780065894,-0.002904293715255335,7711.916410827636,-1.4111248273402452,12.369682312011719
12288,-1202.8957290690391,-0.0012180347286630422,6939.8070663452145,-1.4161272957921027,7.2552666664123535
14336,-1276.696628519334,-0.0013568276786827481,7276.140081787109,-1.4165542155504227,10.074749946594238
16384,-1282.2946447201073,-0.0027587362739723174,6451.07410736084,-1.400493197515607,10.423460006713867
18432,-1207.6583205810516,-0.0012144254113081842,6101.524655151367,-1.3920738615095616,6.144530773162842
20480,-1284.5895010840147,-0.00026269238951499575,6533.741255187988,-1.3952089879661798,6.585249900817871
22528,-1276.0447837300599,-0.005245363834546879,6386.3543128967285,-1.3885917358100415,5.637650966644287
24576,-1414.377957828343,-0.000658794937771745,7057.422593688965,-1.3843170188367366,3.862030506134033
26624,-1291.0435359229334,-0.0026211894321022553,5617.10030670166,-1.3773237645626069,3.6789305210113525
28672,-1111.1900934970938,-0.001382748459582217,4193.8891654968265,-1.3755276657640934,4.5453200340271
30720,-1341.3284389525652,-0.002403517544735223,5573.314697265625,-1.3847823146730662,4.808825492858887
32768,-1180.4829672066494,-0.0027965588058577852,4363.399951171875,-1.3822421092540025,3.4969398975372314
34816,-1216.1199590437113,-0.0018073439438012428,3763.336836242676,-1.3656106974929572,2.585028886795044
36864,-1178.6737677488477,-0.002147685256204568,3656.90630569458,-1.368848914653063,3.2721104621887207
38912,-1304.159788512811,-0.0022796409961301834,4313.316599273681,-1.378126809373498,2.136045455932617
40960,-1322.0950761202723,-0.0013988163642352446,4570.639446258545,-1.380220079794526,2.752328634262085
43008,-1201.456331487745,-0.0016009079350624233,3087.102278518677,-1.380314127728343,2.5838983058929443
45056,-1044.9595983088016,-0.004510612210287946,1957.7195068359374,-1.3965976405888796,4.837257385253906
47104,-1266.6061524717138,-0.0024524795560864733,3110.8533004760743,-1.4131792571395636,1.8509678840637207
49152,-1244.7970509901643,-0.0008295444524264895,2953.3173053741457,-1.4164584003388883,2.0060946941375732
51200,-1200.0728477869184,-0.003422223230882082,2261.534834289551,-1.4149282559752465,1.3265143632888794
53248,-1271.8992237463594,-0.0031363744870759546,2295.6204555511476,-1.4085114751011134,1.8674309253692627
55296,-1220.3421711238102,-0.004274773542420007,2315.928024673462,-1.3845942951738834,1.6772825717926025
57344,-1278.375804120861,-0.0016433542827144266,2179.6514987945557,-1.3822077210992574,2.2887990474700928
59392,-1169.9012233883143,-0.0015575919751427136,1416.3164249420165,-1.3855111666023732,1.4384105205535889
61440,-1127.5297721207141,-0.003386340230645146,1509.9724472045898,-1.3814635995775462,1.909241795539856
63488,-1097.1205846816301,-0.001847385744622443,1189.3613296508788,-1.3870747227221727,1.4575483798980713
65536,-1188.293985891156,-0.004275173592031933,1277.6509447097778,-1.3835833318531514,2.40885066986084
67584,-1241.2551612972281,-0.0022028237235645065,1572.731755065918,-1.3588418927043677,2.8985087871551514
69632,-1127.700183982309,-0.0025108154222834855,900.0116506576538,-1.343121000379324,1.921717882156372
71680,-1181.2525033114478,-0.0028310309164226053,998.7506816864013,-1.3243679031729698,2.657346725463867
73728,-1180.8767428912222,0.0012146195484092459,1314.8128202438354,-1.3046004131436348,2.2043116092681885
75776,-1088.488554700464,-0.003643701467080973,803.8734745025635,-1.2929112859070302,1.0305227041244507
77824,-1089.3446059163193,-0.003782788031094242,417.55250577926637,-1.2687269646674395,2.6080501079559326
79872,-1112.4052295990289,-0.003809418519085739,851.0389722824096,-1.2445575326681138,2.093590259552002
81920,-1145.401388283819,-0.0027110682392958553,844.7495077133178,-1.2381766632199287,2.825683116912842
83968,-939.6215919786715,-0.0033978714331169614,768.4345131874085,-1.2357711218297482,1.5383033752441406
86016,-1084.7472039423883,-0.0012312851860770025,753.8032531738281,-1.2411484610289336,1.7390952110290527
88064,-1024.0223624497653,-0.004885052757163067,712.296525478363,-1.242502385005355,1.6421606540679932
90112,-1105.563405909296,-0.004906138298974838,782.0735728263855,-1.2400551848113537,1.446977138519287
92160,-1138.8384843249805,-0.0032676822258508762,936.3629481315613,-1.241928231343627,1.3611574172973633
94208,-1039.8060023453086,-0.002413167094346136,664.3398389816284,-1.244654093310237,0.783220648765564
96256,-1065.591914743604,-0.0022396177279006223,554.5940382957458,-1.251109581068158,1.4609041213989258
98304,-1041.5429183809204,-0.004938760714139789,787.78695230484,-1.2489994410425425,1.088758945465088
100352,-1008.3935268219604,-0.004509409157617483,492.4856053352356,-1.2527456365525722,0.7439596652984619
102400,-1002.4539429225027,-0.0016089613156509586,490.1921587467194,-1.2594270262867213,1.337567925453186
104448,-1052.2470917059109,-0.0024655253844684923,751.7106676101685,-1.2630009543150664,2.182842969894409
106496,-1122.1494463235606,-0.002521543762850342,609.2573092460632,-1.265390633419156,1.045916199684143
108544,-1024.2477964216844,-0.002471799380145967,860.8491052627563,-1.2596526321023702,0.9833329916000366
110592,-1122.8103207297622,-0.0030426318349782377,763.7396074295044,-1.2537182074040174,0.8519789576530457
112640,-1046.074011248257,-0.005689940629235934,791.5215681076049,-1.2536873184144497,0.8623080253601074
114688,-1004.5390976311639,-0.006798654871090548,1007.0560035705566,-1.2556223060935736,1.0587565898895264
116736,-898.8788824442775,-0.0018561112316092475,659.4719891548157,-1.2551543869078159,1.030216932296753
118784,-955.8366072201752,-0.004271619624341838,652.6183568000794,-1.2546942822635174,2.770806312561035
120832,-917.8488454464823,-0.0024113833151204744,930.1064388275147,-1.2509971734136343,1.0381349325180054
122880,-908.050273036398,-0.005555252224439755,720.1917219161987,-1.2417396254837514,0.8933333158493042
124928,-973.3678442430682,-0.004024060347001068,869.322268295288,-1.2328147318214178,1.2336368560791016
126976,-945.4113127475139,-0.003984386622323655,928.5426510810852,-1.2229395009577275,1.0594984292984009
129024,-956.2247365771094,-0.004797160586167593,670.8134108066558,-1.2120119839906693,1.1531440019607544
131072,-899.5298597197282,-0.004189161688555032,1027.5293615341186,-1.2087478317320346,2.924060821533203
133120,-896.7431970384671,-0.0028010931186145172,1116.6628047943116,-1.2057817976921796,0.9710434675216675
135168,-854.7119077478535,-0.003960099931282457,1188.736482524872,-1.2050963386893272,0.7291175127029419
137216,-911.888200965221,-0.0008721123449504375,1469.2314713478088,-1.1975522954016924,1.128223180770874
139264,-830.6296353653655,-0.0035861250158632173,1229.8267839431762,-1.1921042934060098,0.7064760327339172
141312,-911.4672285430715,-0.0020211593684507532,1263.0850240707398,-1.1917859502136707,0.6786257028579712
143360,-915.9087838507141,-0.0042892284232948445,1515.2055519104003,-1.1851820949465037,0.9261358976364136
145408,-814.9017001508735,-0.005878675833082525,1601.4255710601806,-1.1688100252300502,0.8430440425872803
147456,-906.8530317651108,-0.0035489847214194015,1574.6336679458618,-1.1623806495219469,0.6762269735336304
149504,-893.4270722625545,-0.005049598080222495,1794.5437595367432,-1.1647445030510426,0.7111117839813232
151552,-807.9729738061317,-0.0029935868966276757,1217.3632461547852,-1.1633467379957438,1.1816234588623047
153600,-851.2136391657871,-0.0020364847616292535,926.462989616394,-1.1549431908875705,0.6561487317085266
155648,-672.6586116124178,-0.002135402498242911,1557.6555002212524,-1.1496851429343224,0.8866579532623291
157696,-935.0978001561576,-0.004754535369647784,1181.0364565849304,-1.1404841285198928,3.8083064556121826
