step,mean_return,policy_loss,value_loss,entropy_loss,vae_loss
2048,-1273.451692229195,-0.0025752353569259865,9213.958155822755,-1.4204657636582851,67.65154266357422
4096,-1252.8727154637047,-0.0022706210205797107,7279.865544128418,-1.4171475186944007,23.28067970275879
6144,-1267.429814516753,-0.0031121271174924916,8884.091284179687,-1.4139815170317889,15.252485275268555
8192,-1245.0557125246153,-0.0037792251714563463,8876.577604675293,-1.4047043349593877,6.61610221862793
10240,-1091.8873105503153,-0.0013682170596439392,5930.9478012084965,-1.3957371767610312,9.280441284179688
12288,-1241.516531493701,-0.0012776462186593561,7709.355151367187,-1.4011110678315162,8.775368690490723
14336,-1160.0909719211982,-0.0005560419202083721,6281.488426208496,-1.4178121279925109,8.47087287902832
16384,-1155.7269183468075,-0.0015186287360847927,5906.298696899414,-1.4295133978128434,6.897337436676025
